loan_id,age,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default,"('Aadhar',)","('Driving',)","('PAN',)","('Passport',)","('VoterID',)"
3384,23,687756,823224,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5984,46,699108,860328,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2146,39,562188,833976,6,4,0,0,1.0,0.0,0.0,0.0,0.0
422,24,606036,783108,3,2,0,0,1.0,0.0,0.0,0.0,0.0
3742,28,778584,1010400,3,2,0,0,1.0,0.0,0.0,0.0,0.0
2836,39,592188,867540,6,3,0,0,1.0,0.0,0.0,0.0,0.0
2608,44,568188,863976,3,0,0,0,1.0,0.0,0.0,0.0,0.0
3324,30,613836,777300,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6447,36,719364,861792,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6944,31,658308,819528,3,3,0,0,1.0,0.0,0.0,0.0,0.0
1133,40,761364,873720,2,0,0,0,1.0,0.0,0.0,0.0,0.0
6792,34,535788,675972,0,0,0,0,1.0,0.0,0.0,0.0,0.0
470,37,645636,814200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6504,30,672156,767400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1439,32,671508,772572,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2978,38,864204,1021752,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4198,36,728136,882996,0,0,0,0,1.0,0.0,0.0,0.0,0.0
995,40,684708,811620,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2148,39,760164,864000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
5525,24,621636,718200,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1327,49,626436,949560,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2307,34,580188,798000,3,2,0,0,1.0,0.0,0.0,0.0,0.0
3911,42,719364,821256,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3265,46,607728,867072,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2965,43,580188,828000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4137,42,577788,800856,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2889,38,778584,996228,0,0,0,0,1.0,0.0,0.0,0.0,0.0
19,40,602916,764868,4,2,0,0,1.0,0.0,0.0,0.0,0.0
1973,38,449268,711144,2,2,0,0,1.0,0.0,0.0,0.0,0.0
525,26,571188,813240,2,0,0,0,1.0,0.0,0.0,0.0,0.0
2869,36,632436,810504,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5304,28,577740,743496,2,2,0,0,1.0,0.0,0.0,0.0,0.0
3064,37,662916,895608,4,2,0,0,1.0,0.0,0.0,0.0,0.0
5307,46,696156,878520,6,2,0,0,1.0,0.0,0.0,0.0,0.0
4107,45,843804,1020000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1100,46,900948,1096296,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1074,40,663108,778224,2,0,0,0,1.0,0.0,0.0,0.0,0.0
2171,29,650556,849516,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4106,28,544188,818328,2,0,0,0,1.0,0.0,0.0,0.0,0.0
5937,45,785952,896736,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4422,26,469104,919116,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5637,46,752556,907200,3,3,0,0,1.0,0.0,0.0,0.0,0.0
1436,32,490704,766704,7,3,0,0,1.0,0.0,0.0,0.0,0.0
2094,44,627636,761496,3,2,0,0,1.0,0.0,0.0,0.0,0.0
5335,27,675108,897540,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6285,42,687108,960000,4,3,0,0,1.0,0.0,0.0,0.0,0.0
311,26,498168,787152,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4336,45,749364,852000,5,4,0,0,1.0,0.0,0.0,0.0,0.0
795,27,627636,795396,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2001,46,683760,906324,2,0,0,0,1.0,0.0,0.0,0.0,0.0
2703,33,772428,914676,2,2,0,0,1.0,0.0,0.0,0.0,0.0
233,44,613368,845712,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1200,44,791940,959940,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5781,42,795624,910884,0,0,0,0,1.0,0.0,0.0,0.0,0.0
110,28,622536,807840,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4117,50,657108,750840,4,2,0,0,1.0,0.0,0.0,0.0,0.0
3105,42,689532,817044,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1801,22,741756,844656,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5914,38,550188,847260,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6508,32,709908,928320,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6500,35,774984,972000,3,0,0,0,1.0,0.0,0.0,0.0,0.0
6361,26,808584,1008000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3781,41,591636,768120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2732,46,525528,758928,4,2,0,0,1.0,0.0,0.0,0.0,0.0
453,42,704496,953544,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4345,48,749364,868908,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5560,41,800028,990096,0,0,0,0,1.0,0.0,0.0,0.0,0.0
587,41,690108,905568,3,3,0,0,1.0,0.0,0.0,0.0,0.0
482,49,532188,761496,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1760,27,659472,961200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2341,49,377808,836484,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2421,29,511740,757932,2,0,0,0,1.0,0.0,0.0,0.0,0.0
5922,31,666156,784032,4,3,0,0,1.0,0.0,0.0,0.0,0.0
2445,24,580188,927288,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3068,29,529740,673392,7,4,0,0,1.0,0.0,0.0,0.0,0.0
1905,48,675108,781632,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6266,34,742080,888000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4476,36,658956,794340,5,5,0,0,1.0,0.0,0.0,0.0,0.0
5728,45,519156,806196,4,2,0,0,1.0,0.0,0.0,0.0,0.0
6060,35,681108,1037664,7,3,0,0,1.0,0.0,0.0,0.0,0.0
2452,44,624936,872184,2,2,0,0,1.0,0.0,0.0,0.0,0.0
5191,30,716796,900000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1364,44,734556,937200,5,3,0,0,1.0,0.0,0.0,0.0,0.0
98,46,633636,1076676,2,0,0,0,1.0,0.0,0.0,0.0,0.0
136,36,559980,884016,3,2,0,0,1.0,0.0,0.0,0.0,0.0
603,41,906696,1056000,3,2,0,0,1.0,0.0,0.0,0.0,0.0
6272,46,763956,869160,2,2,0,0,1.0,0.0,0.0,0.0,0.0
3895,37,696156,962412,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4160,40,488328,666840,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4297,35,633636,839796,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6491,38,642108,789240,6,5,0,0,1.0,0.0,0.0,0.0,0.0
4302,27,568188,767376,0,0,0,0,1.0,0.0,0.0,0.0,0.0
209,33,731364,900312,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1317,33,636936,888168,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2409,44,883404,998832,3,0,0,0,1.0,0.0,0.0,0.0,0.0
4044,34,675156,1082496,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6877,38,623988,921180,0,0,0,0,1.0,0.0,0.0,0.0,0.0
705,31,597156,792216,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1536,31,544188,878220,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3852,41,443628,873984,3,2,0,0,1.0,0.0,0.0,0.0,0.0
722,27,597636,830052,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2335,40,702156,803244,5,2,0,0,1.0,0.0,0.0,0.0,0.0
634,36,644436,751920,0,0,0,0,1.0,0.0,0.0,0.0,0.0
47,34,630636,782496,5,2,0,0,1.0,0.0,0.0,0.0,0.0
6159,44,396168,840840,3,3,0,0,1.0,0.0,0.0,0.0,0.0
2440,29,674256,910440,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4256,29,791184,956988,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6856,45,657708,848616,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2820,28,556188,741120,3,2,0,0,1.0,0.0,0.0,0.0,0.0
6320,42,663108,845772,6,4,0,0,1.0,0.0,0.0,0.0,0.0
3678,41,591636,740388,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4804,41,772584,880800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
702,36,884604,1019808,0,0,0,0,1.0,0.0,0.0,0.0,0.0
724,27,615636,899532,5,0,0,0,1.0,0.0,0.0,0.0,0.0
4238,37,562188,814248,4,4,0,0,1.0,0.0,0.0,0.0,0.0
4007,33,610836,818520,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4308,36,532728,810708,2,0,0,0,1.0,0.0,0.0,0.0,0.0
327,50,659676,839172,0,0,0,0,1.0,0.0,0.0,0.0,0.0
933,41,574140,654960,5,3,0,0,1.0,0.0,0.0,0.0,0.0
1849,26,621636,757188,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5672,49,508728,823260,0,0,0,0,1.0,0.0,0.0,0.0,0.0
717,47,699108,932124,0,0,0,0,1.0,0.0,0.0,0.0,0.0
468,37,696108,894324,4,3,0,0,1.0,0.0,0.0,0.0,0.0
1738,47,639636,770316,4,2,0,0,1.0,0.0,0.0,0.0,0.0
3651,32,707364,1027356,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4329,43,695508,800652,4,4,0,0,1.0,0.0,0.0,0.0,0.0
4777,49,564348,924564,3,2,0,0,1.0,0.0,0.0,0.0,0.0
1328,28,702324,921240,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4428,45,774984,992400,2,0,0,0,1.0,0.0,0.0,0.0,0.0
2806,35,382608,800880,0,0,0,0,1.0,0.0,0.0,0.0,0.0
331,28,746556,936000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
732,24,659868,891504,6,0,0,0,1.0,0.0,0.0,0.0,0.0
46,37,520728,843792,2,0,0,0,1.0,0.0,0.0,0.0,0.0
2899,26,624036,758484,4,2,0,0,1.0,0.0,0.0,0.0,0.0
4989,33,594000,881280,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4732,34,605016,832560,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6134,39,592188,784800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1479,26,684156,791364,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1581,33,603636,834000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6652,42,675108,863424,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6838,28,774984,882276,6,0,0,0,1.0,0.0,0.0,0.0,0.0
370,24,753564,951120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3693,48,853476,933108,5,2,0,0,1.0,0.0,0.0,0.0,0.0
941,28,761796,914400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5832,32,673908,766008,5,2,0,0,1.0,0.0,0.0,0.0,0.0
6129,45,600936,835728,2,2,0,0,1.0,0.0,0.0,0.0,0.0
3220,36,461268,792000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
475,42,546588,828000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5479,38,550188,909468,4,4,0,0,1.0,0.0,0.0,0.0,0.0
4609,33,766584,921252,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6043,38,461868,788700,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4951,26,635256,808728,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2512,25,574188,856812,5,4,0,0,1.0,0.0,0.0,0.0,0.0
5834,40,665508,798468,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1423,38,687108,929880,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1169,31,834276,941040,4,0,0,0,1.0,0.0,0.0,0.0,0.0
5383,25,553740,787788,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5145,37,788244,956544,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2882,33,474768,693276,4,0,0,0,1.0,0.0,0.0,0.0,0.0
731,26,635736,740496,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2271,27,568188,737100,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4359,27,468156,729528,6,2,0,0,1.0,0.0,0.0,0.0,0.0
6828,44,909012,1075164,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1071,47,724956,877836,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6467,48,451428,916056,4,2,0,0,1.0,0.0,0.0,0.0,0.0
4768,33,663108,900864,2,0,0,0,1.0,0.0,0.0,0.0,0.0
1204,40,657108,797580,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4351,40,696156,792000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
679,44,620640,754128,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5771,40,681108,940584,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2234,38,616344,775800,3,3,0,0,1.0,0.0,0.0,0.0,0.0
5060,40,794028,965328,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2153,33,608196,751524,5,4,0,0,1.0,0.0,0.0,0.0,0.0
1080,32,696156,866484,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3250,25,401808,843312,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6136,26,565740,792108,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3082,37,536424,737676,3,3,0,0,1.0,0.0,0.0,0.0,0.0
4115,39,672156,765240,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5066,29,667188,959712,2,0,0,0,1.0,0.0,0.0,0.0,0.0
1585,43,679908,853428,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3368,33,639336,808080,0,0,0,0,1.0,0.0,0.0,0.0,0.0
263,25,801384,912000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3214,25,748764,906000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
172,28,580188,805404,2,2,0,0,1.0,0.0,0.0,0.0,0.0
396,25,632436,813408,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6033,43,547740,645000,3,0,0,0,1.0,0.0,0.0,0.0,0.0
2517,45,629736,828408,0,0,0,0,1.0,0.0,0.0,0.0,0.0
181,48,550140,763836,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3069,43,660156,844332,7,4,0,0,1.0,0.0,0.0,0.0,0.0
5826,49,568188,739512,5,3,0,0,1.0,0.0,0.0,0.0,0.0
3695,27,461268,769236,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6658,37,713928,845160,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4083,46,587436,795072,3,3,0,0,1.0,0.0,0.0,0.0,0.0
5210,42,544188,990372,2,2,0,0,1.0,0.0,0.0,0.0,0.0
541,35,718956,923328,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1457,43,639348,763116,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6016,30,669108,815916,3,3,0,0,1.0,0.0,0.0,0.0,0.0
6046,25,562188,729384,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2204,27,798984,1014600,7,5,0,0,1.0,0.0,0.0,0.0,0.0
1991,26,665868,901464,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4109,43,574188,889680,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4203,47,742956,1054056,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3612,25,512100,750924,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2014,44,460068,781104,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3668,33,745764,853644,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1341,33,643668,894060,4,3,0,0,1.0,0.0,0.0,0.0,0.0
5973,47,605736,831600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5217,29,419268,863100,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3689,45,770556,1038492,3,3,0,0,1.0,0.0,0.0,0.0,0.0
4095,35,609636,776136,3,3,0,0,1.0,0.0,0.0,0.0,0.0
2112,24,544188,813024,3,3,0,0,1.0,0.0,0.0,0.0,0.0
4424,45,739356,847680,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2958,28,413268,973200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6962,32,708564,1053432,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6914,49,614436,814800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1428,32,496728,774600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
909,47,696156,899616,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1824,47,687108,947664,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5568,34,553740,769128,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2327,38,651636,919848,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5891,35,550188,717132,2,2,0,0,1.0,0.0,0.0,0.0,0.0
5041,26,584376,754224,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6032,40,585588,780924,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6961,38,665868,875748,4,2,0,0,1.0,0.0,0.0,0.0,0.0
1608,39,608196,836340,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3148,26,645636,898500,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5062,25,683508,821748,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5633,47,571188,825480,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6872,35,568188,795420,5,3,0,0,1.0,0.0,0.0,0.0,0.0
2623,50,615636,765972,2,0,0,0,1.0,0.0,0.0,0.0,0.0
1890,40,675108,817164,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2420,49,684156,806580,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1497,45,740268,937872,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2939,29,699756,912264,4,4,0,0,1.0,0.0,0.0,0.0,0.0
3518,33,569484,876360,3,2,0,0,1.0,0.0,0.0,0.0,0.0
3927,31,742164,888000,3,2,0,0,1.0,0.0,0.0,0.0,0.0
564,33,600348,832404,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5666,48,592800,712320,3,3,0,0,1.0,0.0,0.0,0.0,0.0
4719,45,649908,761952,4,4,0,0,1.0,0.0,0.0,0.0,0.0
2070,47,557376,721536,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5912,50,568188,893652,2,0,0,0,1.0,0.0,0.0,0.0,0.0
4925,22,639636,886344,3,0,0,0,1.0,0.0,0.0,0.0,0.0
5124,25,732564,835068,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3017,38,541740,651912,3,3,0,0,1.0,0.0,0.0,0.0,0.0
5244,28,853476,975936,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4540,37,714084,970800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
303,30,814584,950232,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1097,39,699156,896784,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5741,43,424068,751728,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1290,23,660156,828756,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1741,26,661908,813432,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5790,23,678108,802944,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3102,28,722556,839676,4,3,0,0,1.0,0.0,0.0,0.0,0.0
6781,30,514728,754260,0,0,0,0,1.0,0.0,0.0,0.0,0.0
994,29,657108,804444,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1693,40,536988,723000,4,0,0,0,1.0,0.0,0.0,0.0,0.0
1652,43,639636,826608,5,3,0,0,1.0,0.0,0.0,0.0,0.0
3996,48,664308,844260,0,0,0,0,1.0,0.0,0.0,0.0,0.0
294,27,663108,846000,3,3,0,0,1.0,0.0,0.0,0.0,0.0
1829,40,663108,760968,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5503,25,688596,832488,3,3,0,0,1.0,0.0,0.0,0.0,0.0
540,28,692556,837600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1950,26,416868,804348,0,0,0,0,1.0,0.0,0.0,0.0,0.0
706,36,741420,883368,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5718,35,763356,904560,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2692,41,517128,664044,4,4,0,0,1.0,0.0,0.0,0.0,0.0
1193,36,586188,897384,4,3,0,0,1.0,0.0,0.0,0.0,0.0
2850,40,585636,905520,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3426,46,645756,936936,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4280,43,594000,885996,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5056,25,675108,814068,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4069,37,441300,793992,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3949,24,731364,927024,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5463,30,562188,801780,0,0,0,0,1.0,0.0,0.0,0.0,0.0
527,47,692724,929352,3,0,0,0,1.0,0.0,0.0,0.0,0.0
4697,37,798984,1021428,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6758,30,545940,816000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
763,30,617196,827040,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3625,42,727356,897336,6,4,0,0,1.0,0.0,0.0,0.0,0.0
1922,34,607236,687684,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1920,42,707280,951480,7,5,0,0,1.0,0.0,0.0,0.0,0.0
1859,33,666156,857964,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2771,50,652476,839076,5,4,0,0,1.0,0.0,0.0,0.0,0.0
102,30,767364,889224,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6455,31,719364,927840,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3738,29,669756,927540,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4912,31,694200,801684,7,4,0,0,1.0,0.0,0.0,0.0,0.0
3086,47,609636,955572,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4613,33,820584,966000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1023,22,696708,1046304,6,2,0,0,1.0,0.0,0.0,0.0,0.0
5820,24,588036,866484,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5015,45,627996,767364,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4738,37,632436,826404,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3840,37,722364,884100,5,4,0,0,1.0,0.0,0.0,0.0,0.0
120,47,716556,835848,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2763,42,734556,1093788,4,3,0,0,1.0,0.0,0.0,0.0,0.0
5035,28,472728,939396,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5535,34,615636,815892,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1955,36,681108,831408,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4323,43,638436,887160,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6193,27,719364,816000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2745,31,630036,837600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4145,34,620184,1027200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2999,37,485928,869052,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6569,25,657708,797940,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4248,40,708156,819708,4,3,0,0,1.0,0.0,0.0,0.0,0.0
5962,42,478728,621684,7,2,0,0,1.0,0.0,0.0,0.0,0.0
3936,35,746760,898344,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3828,31,556188,728940,4,2,0,0,1.0,0.0,0.0,0.0,0.0
6518,42,508728,815772,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6520,35,753756,934524,0,0,0,0,1.0,0.0,0.0,0.0,0.0
458,42,564588,818400,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2860,31,496044,705900,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4707,30,629736,1099152,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2774,30,716556,1077000,6,2,0,0,1.0,0.0,0.0,0.0,0.0
6586,27,487248,621420,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4519,27,643668,822948,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6764,27,644436,858336,6,3,0,0,1.0,0.0,0.0,0.0,0.0
6022,42,568308,862908,0,0,0,0,1.0,0.0,0.0,0.0,0.0
699,46,484128,688584,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5372,39,603636,904644,2,0,0,0,1.0,0.0,0.0,0.0,0.0
6883,40,794184,912000,6,5,0,0,1.0,0.0,0.0,0.0,0.0
1376,36,376008,919344,2,0,0,0,1.0,0.0,0.0,0.0,0.0
816,38,683508,780000,3,3,0,0,1.0,0.0,0.0,0.0,0.0
917,28,576588,669240,6,3,0,0,1.0,0.0,0.0,0.0,0.0
4770,38,508920,776400,3,2,0,0,1.0,0.0,0.0,0.0,0.0
366,32,639636,1090944,4,3,0,0,1.0,0.0,0.0,0.0,0.0
1838,47,481728,620400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
355,31,724164,837060,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4023,27,738156,947556,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6082,35,481248,961668,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2980,31,612636,801900,0,0,0,0,1.0,0.0,0.0,0.0,0.0
873,45,723756,830964,6,3,0,0,1.0,0.0,0.0,0.0,0.0
4744,45,737364,894000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
3546,38,644736,780924,5,4,0,0,1.0,0.0,0.0,0.0,0.0
4201,49,624036,787200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6456,48,532188,1102704,6,4,0,0,1.0,0.0,0.0,0.0,0.0
6687,32,600936,836040,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5676,43,660156,752400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1,27,504264,820920,2,2,0,0,1.0,0.0,0.0,0.0,0.0
5323,26,550188,921600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6969,34,639636,853272,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5438,42,826584,991068,0,0,0,0,1.0,0.0,0.0,0.0,0.0
408,50,653508,816696,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3107,35,568188,838512,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4296,30,663108,906012,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4757,42,788028,917160,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5097,31,570588,911556,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3629,26,704556,866868,5,4,0,0,1.0,0.0,0.0,0.0,0.0
5324,39,746364,928896,4,2,0,0,1.0,0.0,0.0,0.0,0.0
5900,45,568188,837156,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1571,26,470868,934200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5715,48,630936,769548,4,2,0,0,1.0,0.0,0.0,0.0,0.0
1835,49,478728,800448,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6806,36,548196,849336,3,2,0,0,1.0,0.0,0.0,0.0,0.0
6370,44,681708,897816,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6396,44,774708,996324,2,2,0,0,1.0,0.0,0.0,0.0,0.0
